INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 2, '2025-06-02 10:59:00', '2025-06-09 23:59:59.000000', '2025-06-09 10:00:00.000000', '2025-06-02 10:59:00', '1', '2025-06-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 47, '2026-03-06 13:09:00', '2026-03-13 23:59:59.000000', '2026-03-13 12:00:00.000000', '2026-03-06 13:09:00', '2', '2026-03-13 12:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 3, '2026-03-06 15:58:00', '2026-03-13 23:59:59.000000', '2026-03-13 10:00:00.000000', '2026-03-06 15:58:00', '1', '2026-03-13 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 38, '2026-03-06 10:47:00', '2026-03-13 23:59:59.000000', '2026-03-13 09:00:00.000000', '2026-03-06 10:47:00', '1', '2026-03-13 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 75, '2026-03-06 10:53:00', '2026-03-13 23:59:59.000000', '2026-03-13 08:00:00.000000', '2026-03-06 10:53:00', '2', '2026-03-13 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 48, '2026-03-06 14:21:00', '2026-03-13 23:59:59.000000', '2026-03-13 10:00:00.000000', '2026-03-06 14:21:00', '1', '2026-03-13 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 70, '2026-03-07 17:21:00', '2026-03-14 23:59:59.000000', '2026-03-14 14:00:00.000000', '2026-03-07 17:21:00', '2', '2026-03-14 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 54, '2026-03-07 10:17:00', '2026-03-14 23:59:59.000000', '2026-03-14 09:00:00.000000', '2026-03-07 10:17:00', '2', '2026-03-14 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 38, '2026-04-01 09:21:00', '2026-04-08 23:59:59.000000', '2026-04-08 15:00:00.000000', '2026-04-01 09:21:00', '2', '2026-04-08 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 37, '2026-04-01 13:19:00', '2026-04-08 23:59:59.000000', '2026-04-08 08:00:00.000000', '2026-04-01 13:19:00', '1', '2026-04-08 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 81, '2026-04-01 09:23:00', '2026-04-08 23:59:59.000000', '2026-04-08 11:00:00.000000', '2026-04-01 09:23:00', '2', '2026-04-08 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 77, '2026-04-01 17:20:00', '2026-04-08 23:59:59.000000', '2026-04-08 13:00:00.000000', '2026-04-01 17:20:00', '2', '2026-04-08 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 47, '2026-04-02 11:56:00', '2026-04-09 23:59:59.000000', '2026-04-09 11:00:00.000000', '2026-04-02 11:56:00', '2', '2026-04-09 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 58, '2026-04-01 11:41:00', '2026-04-08 23:59:59.000000', '2026-04-08 11:00:00.000000', '2026-04-01 11:41:00', '1', '2026-04-08 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 63, '2026-04-02 14:52:00', '2026-04-09 23:59:59.000000', '2026-04-09 14:00:00.000000', '2026-04-02 14:52:00', '1', '2026-04-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 57, '2026-04-01 11:43:00', '2026-04-08 23:59:59.000000', '2026-04-08 08:00:00.000000', '2026-04-01 11:43:00', '2', '2026-04-08 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 44, '2026-04-02 12:58:00', '2026-04-09 23:59:59.000000', '2026-04-09 14:00:00.000000', '2026-04-02 12:58:00', '1', '2026-04-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 66, '2026-04-01 17:19:00', '2026-04-08 23:59:59.000000', '2026-04-08 11:00:00.000000', '2026-04-01 17:19:00', '1', '2026-04-08 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 48, '2026-04-01 09:08:00', '2026-04-08 23:59:59.000000', '2026-04-08 11:00:00.000000', '2026-04-01 09:08:00', '1', '2026-04-08 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 69, '2026-04-02 15:38:00', '2026-04-09 23:59:59.000000', '2026-04-09 08:00:00.000000', '2026-04-02 15:38:00', '2', '2026-04-09 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 54, '2026-04-01 14:39:00', '2026-04-08 23:59:59.000000', '2026-04-08 14:00:00.000000', '2026-04-01 14:39:00', '1', '2026-04-08 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 82, '2026-04-01 08:18:00', '2026-04-08 23:59:59.000000', '2026-04-08 10:00:00.000000', '2026-04-01 08:18:00', '1', '2026-04-08 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 55, '2026-04-02 09:45:00', '2026-04-09 23:59:59.000000', '2026-04-09 14:00:00.000000', '2026-04-02 09:45:00', '1', '2026-04-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 65, '2026-04-01 16:26:00', '2026-04-08 23:59:59.000000', '2026-04-08 10:00:00.000000', '2026-04-01 16:26:00', '1', '2026-04-08 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 35, '2026-04-01 14:44:00', '2026-04-08 23:59:59.000000', '2026-04-08 11:00:00.000000', '2026-04-01 14:44:00', '2', '2026-04-08 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 67, '2026-04-01 09:10:00', '2026-04-08 23:59:59.000000', '2026-04-08 11:00:00.000000', '2026-04-01 09:10:00', '2', '2026-04-08 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 46, '2026-04-01 11:24:00', '2026-04-08 23:59:59.000000', '2026-04-08 12:00:00.000000', '2026-04-01 11:24:00', '1', '2026-04-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 2, '2026-04-01 10:09:00', '2026-04-08 23:59:59.000000', '2026-04-08 13:00:00.000000', '2026-04-01 10:09:00', '1', '2026-04-08 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 39, '2026-04-01 13:24:00', '2026-04-08 23:59:59.000000', '2026-04-08 11:00:00.000000', '2026-04-01 13:24:00', '2', '2026-04-08 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 68, '2026-04-02 09:24:00', '2026-04-09 23:59:59.000000', '2026-04-09 15:00:00.000000', '2026-04-02 09:24:00', '1', '2026-04-09 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 41, '2026-04-01 09:19:00', '2026-04-08 23:59:59.000000', '2026-04-08 13:00:00.000000', '2026-04-01 09:19:00', '1', '2026-04-08 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 43, '2026-04-01 12:37:00', '2026-04-08 23:59:59.000000', '2026-04-08 12:00:00.000000', '2026-04-01 12:37:00', '1', '2026-04-08 12:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 83, '2026-04-02 09:24:00', '2026-04-09 23:59:59.000000', '2026-04-09 12:00:00.000000', '2026-04-02 09:24:00', '2', '2026-04-09 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 51, '2026-04-02 15:48:00', '2026-04-09 23:59:59.000000', '2026-04-09 13:00:00.000000', '2026-04-02 15:48:00', '2', '2026-04-09 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 80, '2026-04-02 13:51:00', '2026-04-09 23:59:59.000000', '2026-04-09 14:00:00.000000', '2026-04-02 13:51:00', '1', '2026-04-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 36, '2026-04-02 09:12:00', '2026-04-09 23:59:59.000000', '2026-04-09 11:00:00.000000', '2026-04-02 09:12:00', '1', '2026-04-09 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 64, '2026-04-02 11:39:00', '2026-04-09 23:59:59.000000', '2026-04-09 08:00:00.000000', '2026-04-02 11:39:00', '1', '2026-04-09 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 45, '2026-04-02 11:56:00', '2026-04-09 23:59:59.000000', '2026-04-09 09:00:00.000000', '2026-04-02 11:56:00', '2', '2026-04-09 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 78, '2026-04-02 09:35:00', '2026-04-09 23:59:59.000000', '2026-04-09 15:00:00.000000', '2026-04-02 09:35:00', '1', '2026-04-09 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 62, '2026-05-01 13:19:00', '2026-05-08 23:59:59.000000', '2026-05-08 08:00:00.000000', '2026-05-01 13:19:00', '1', '2026-05-08 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 46, '2026-05-01 16:35:00', '2026-05-08 23:59:59.000000', '2026-05-08 13:00:00.000000', '2026-05-01 16:35:00', '2', '2026-05-08 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 75, '2026-05-01 16:31:00', '2026-05-08 23:59:59.000000', '2026-05-08 14:00:00.000000', '2026-05-01 16:31:00', '1', '2026-05-08 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 79, '2026-05-01 08:23:00', '2026-05-08 23:59:59.000000', '2026-05-08 09:00:00.000000', '2026-05-01 08:23:00', '1', '2026-05-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 55, '2026-05-04 13:23:00', '2026-05-11 23:59:59.000000', '2026-05-11 09:00:00.000000', '2026-05-04 13:23:00', '2', '2026-05-11 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 82, '2026-05-01 16:20:00', '2026-05-08 23:59:59.000000', '2026-05-08 12:00:00.000000', '2026-05-01 16:20:00', '1', '2026-05-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 76, '2026-05-01 16:43:00', '2026-05-08 23:59:59.000000', '2026-05-08 11:00:00.000000', '2026-05-01 16:43:00', '2', '2026-05-08 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 34, '2026-05-01 13:22:00', '2026-05-08 23:59:59.000000', '2026-05-08 14:00:00.000000', '2026-05-01 13:22:00', '1', '2026-05-08 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 53, '2026-05-02 16:50:00', '2026-05-09 23:59:59.000000', '2026-05-09 09:00:00.000000', '2026-05-02 16:50:00', '1', '2026-05-09 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 47, '2026-05-01 14:29:00', '2026-05-08 23:59:59.000000', '2026-05-08 12:00:00.000000', '2026-05-01 14:29:00', '1', '2026-05-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 67, '2026-05-01 13:16:00', '2026-05-08 23:59:59.000000', '2026-05-08 11:00:00.000000', '2026-05-01 13:16:00', '2', '2026-05-08 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 36, '2026-05-02 09:43:00', '2026-05-09 23:59:59.000000', '2026-05-09 08:00:00.000000', '2026-05-02 09:43:00', '2', '2026-05-09 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 65, '2026-05-01 12:09:00', '2026-05-08 23:59:59.000000', '2026-05-08 15:00:00.000000', '2026-05-01 12:09:00', '2', '2026-05-08 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 83, '2026-05-01 09:59:00', '2026-05-08 23:59:59.000000', '2026-05-08 08:00:00.000000', '2026-05-01 09:59:00', '1', '2026-05-08 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 45, '2026-05-02 17:08:00', '2026-05-09 23:59:59.000000', '2026-05-09 11:00:00.000000', '2026-05-02 17:08:00', '2', '2026-05-09 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 72, '2026-05-01 16:17:00', '2026-05-08 23:59:59.000000', '2026-05-08 12:00:00.000000', '2026-05-01 16:17:00', '2', '2026-05-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 37, '2026-05-01 11:09:00', '2026-05-08 23:59:59.000000', '2026-05-08 12:00:00.000000', '2026-05-01 11:09:00', '2', '2026-05-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 77, '2026-05-01 15:50:00', '2026-05-08 23:59:59.000000', '2026-05-08 09:00:00.000000', '2026-05-01 15:50:00', '1', '2026-05-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 73, '2026-05-01 11:52:00', '2026-05-08 23:59:59.000000', '2026-05-08 12:00:00.000000', '2026-05-01 11:52:00', '2', '2026-05-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 1, '2026-05-01 14:33:00', '2026-05-08 23:59:59.000000', '2026-05-08 15:00:00.000000', '2026-05-01 14:33:00', '2', '2026-05-08 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 35, '2026-05-02 16:19:00', '2026-05-09 23:59:59.000000', '2026-05-09 12:00:00.000000', '2026-05-02 16:19:00', '1', '2026-05-09 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 80, '2026-05-02 15:06:00', '2026-05-09 23:59:59.000000', '2026-05-09 14:00:00.000000', '2026-05-02 15:06:00', '2', '2026-05-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 42, '2026-06-01 17:34:00', '2026-06-08 23:59:59.000000', '2026-06-08 09:00:00.000000', '2026-06-01 17:34:00', '2', '2026-06-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 74, '2026-06-01 13:39:00', '2026-06-08 23:59:59.000000', '2026-06-08 13:00:00.000000', '2026-06-01 13:39:00', '2', '2026-06-08 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 63, '2026-06-01 15:55:00', '2026-06-08 23:59:59.000000', '2026-06-08 15:00:00.000000', '2026-06-01 15:55:00', '2', '2026-06-08 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 66, '2026-06-01 09:56:00', '2026-06-08 23:59:59.000000', '2026-06-08 15:00:00.000000', '2026-06-01 09:56:00', '1', '2026-06-08 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 50, '2026-06-04 11:30:00', '2026-06-11 23:59:59.000000', '2026-06-11 14:00:00.000000', '2026-06-04 11:30:00', '1', '2026-06-11 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 73, '2026-06-01 17:10:00', '2026-06-08 23:59:59.000000', '2026-06-08 09:00:00.000000', '2026-06-01 17:10:00', '1', '2026-06-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 53, '2026-06-01 16:15:00', '2026-06-08 23:59:59.000000', '2026-06-08 12:00:00.000000', '2026-06-01 16:15:00', '2', '2026-06-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 54, '2026-06-01 08:29:00', '2026-06-08 23:59:59.000000', '2026-06-08 10:00:00.000000', '2026-06-01 08:29:00', '2', '2026-06-08 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 69, '2026-06-02 09:08:00', '2026-06-09 23:59:59.000000', '2026-06-09 15:00:00.000000', '2026-06-02 09:08:00', '2', '2026-06-09 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 57, '2026-06-01 14:38:00', '2026-06-08 23:59:59.000000', '2026-06-08 09:00:00.000000', '2026-06-01 14:38:00', '2', '2026-06-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 36, '2026-06-01 10:04:00', '2026-06-08 23:59:59.000000', '2026-06-08 09:00:00.000000', '2026-06-01 10:04:00', '2', '2026-06-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 71, '2026-06-02 13:37:00', '2026-06-09 23:59:59.000000', '2026-06-09 09:00:00.000000', '2026-06-02 13:37:00', '1', '2026-06-09 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 52, '2026-06-01 17:42:00', '2026-06-08 23:59:59.000000', '2026-06-08 11:00:00.000000', '2026-06-01 17:42:00', '1', '2026-06-08 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 2, '2026-06-02 11:11:00', '2026-06-09 23:59:59.000000', '2026-06-09 10:00:00.000000', '2026-06-02 11:11:00', '1', '2026-06-09 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 58, '2026-06-05 09:27:00', '2026-06-12 23:59:59.000000', '2026-06-12 13:00:00.000000', '2026-06-05 09:27:00', '2', '2026-06-12 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 65, '2026-06-01 10:05:00', '2026-06-08 23:59:59.000000', '2026-06-08 08:00:00.000000', '2026-06-01 10:05:00', '1', '2026-06-08 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 75, '2026-06-04 09:56:00', '2026-06-11 23:59:59.000000', '2026-06-11 13:00:00.000000', '2026-06-04 09:56:00', '1', '2026-06-11 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 80, '2026-06-01 12:39:00', '2026-06-08 23:59:59.000000', '2026-06-08 09:00:00.000000', '2026-06-01 12:39:00', '1', '2026-06-08 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 43, '2026-06-01 13:15:00', '2026-06-08 23:59:59.000000', '2026-06-08 13:00:00.000000', '2026-06-01 13:15:00', '2', '2026-06-08 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 49, '2026-06-02 14:33:00', '2026-06-09 23:59:59.000000', '2026-06-09 14:00:00.000000', '2026-06-02 14:33:00', '1', '2026-06-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 55, '2026-06-02 17:14:00', '2026-06-09 23:59:59.000000', '2026-06-09 15:00:00.000000', '2026-06-02 17:14:00', '1', '2026-06-09 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 35, '2026-06-02 09:33:00', '2026-06-09 23:59:59.000000', '2026-06-09 13:00:00.000000', '2026-06-02 09:33:00', '2', '2026-06-09 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 48, '2026-06-04 17:04:00', '2026-06-11 23:59:59.000000', '2026-06-11 11:00:00.000000', '2026-06-04 17:04:00', '1', '2026-06-11 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 68, '2026-06-02 09:32:00', '2026-06-09 23:59:59.000000', '2026-06-09 15:00:00.000000', '2026-06-02 09:32:00', '1', '2026-06-09 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 83, '2026-06-03 17:05:00', '2026-06-10 23:59:59.000000', '2026-06-10 14:00:00.000000', '2026-06-03 17:05:00', '2', '2026-06-10 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 78, '2026-06-04 14:10:00', '2026-06-11 23:59:59.000000', '2026-06-11 13:00:00.000000', '2026-06-04 14:10:00', '1', '2026-06-11 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 70, '2026-06-02 14:50:00', '2026-06-09 23:59:59.000000', '2026-06-09 11:00:00.000000', '2026-06-02 14:50:00', '2', '2026-06-09 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 37, '2026-06-02 16:35:00', '2026-06-09 23:59:59.000000', '2026-06-09 13:00:00.000000', '2026-06-02 16:35:00', '2', '2026-06-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 72, '2026-06-02 09:32:00', '2026-06-09 23:59:59.000000', '2026-06-09 09:00:00.000000', '2026-06-02 09:32:00', '1', '2026-06-09 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 44, '2026-06-04 16:06:00', '2026-06-11 23:59:59.000000', '2026-06-11 13:00:00.000000', '2026-06-04 16:06:00', '2', '2026-06-11 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 60, '2026-06-04 09:31:00', '2026-06-11 23:59:59.000000', '2026-06-11 13:00:00.000000', '2026-06-04 09:31:00', '2', '2026-06-11 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 62, '2026-07-01 13:05:00', '2026-07-08 23:59:59.000000', '2026-07-08 14:00:00.000000', '2026-07-01 13:05:00', '1', '2026-07-08 14:00:00.000000', '2');
